,country,start_date,policy_length,policy,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub
0,BR,2020-03-15,3,actual,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,41372285187.96225,,,893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,
1,BR,2020-03-15,3,No_Measure-No_Measure-No_Measure,34135045606.546307,25427258373.337677,42842832839.75494,0,2517385574850.568,2325041537692.2515,2709729612008.884,10889492844.731709,10889492844.731709,10889492844.731709,67640748589.62291,60424488441.18623,74857008738.0596,12509667,9318474.0,15700860.0,570258,531003.0,609513.0,14571284.588235294,14571284.588235294,14571284.588235294,567910.4117647059,567910.4117647059,567910.4117647059,3218159,3218159.0,3218159.0
2,BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings,31718792158.1661,24899290763.839653,38538293552.49255,0,1978907991989.9124,1827763664320.6077,2130052319659.2173,9028483143.658539,9028483143.658539,9028483143.658539,61506448179.892746,55855035849.05276,67157860510.73275,9796941,7297759.0,12296123.0,448349,417486.0,479212.0,12105518.235294119,12105518.235294119,12105518.235294119,467185.7647058824,467185.7647058824,467185.7647058824,2647386,2647386.0,2647386.0
3,BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,31832724129.802757,28881669519.554237,34783778740.05128,0,874832025369.153,808153891838.5454,941510158899.7603,5102853668.268293,5102853668.268293,5102853668.268293,48939391303.58119,46493812741.60365,51384969865.55872,4239505,3158015.0,5320995.0,198382,184726.0,212038.0,6898641.352941177,6898641.352941177,6898641.352941177,255551.64705882355,255551.64705882355,255551.64705882355,1448126,1448126.0,1448126.0
4,BR,2020-03-15,3,No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,30955001627.74873,25165524684.154137,36744478571.34332,0,1685339846240.724,1556657843102.0862,1814021849379.3623,8015484427.097562,8015484427.097562,8015484427.097562,58160311752.77373,53362494508.339264,62958128997.20819,8317204,6195501.0,10438907.0,381888,355600.0,408176.0,10763065.11764706,10763065.11764706,10763065.11764706,412398.8823529412,412398.8823529412,412398.8823529412,2336927,2336927.0,2336927.0
5,BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,32787014204.939854,30149309099.696365,35424719310.18335,0,784945805582.4465,725140082032.8184,844751529132.0746,4751866046.560976,4751866046.560976,4751866046.560976,47921442320.73363,45735540699.05576,50107343942.41149,3789345,2822690.0,4756000.0,178027,165772.0,190282.0,6432006.647058823,6432006.647058823,6432006.647058823,236793.35294117648,236793.35294117648,236793.35294117648,1341829,1341829.0,1341829.0
6,BR,2020-03-15,3,No_Measure-No_Measure-Lockdown,37061476518.4767,35162057610.5788,38960895426.3746,0,572332307538.8099,528778410550.2352,615886204527.3845,3864337589.414634,3864337589.414634,3864337589.414634,45523045884.060684,43948971942.75239,47097119825.36897,2728720,2032629.0,3424811.0,129872,120932.0,138812.0,5250187.176470588,5250187.176470588,5250187.176470588,189638.82352941178,189638.82352941178,189638.82352941178,1074620,1074620.0,1074620.0
7,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-No_Measure,27737729469.34603,21933790450.80455,33541668487.88752,0,1673291523104.005,1545404724790.6646,1801178321417.3452,6923923541.780488,6923923541.780488,6923923541.780488,58207288099.33867,53397485939.29845,63017090259.3789,8337978,6210975.0,10464981.0,379003,352913.0,405093.0,9261020.05882353,9261020.05882353,9261020.05882353,361684.9411764706,361684.9411764706,361684.9411764706,2049548,2049548.0,2049548.0
8,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,27069542492.811012,22707963511.28444,31431121474.337574,0,1263848241991.455,1167303797442.3352,1360392686540.575,5615602040.560976,5615602040.560976,5615602040.560976,53521633835.84037,49907134796.56474,57136132875.116,6265876,4667463.0,7864289.0,286325,266615.0,306035.0,7530203.0,7530203.0,7530203.0,290475.0,290475.0,290475.0,1646025,1646025.0,1646025.0
9,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,32204592280.887287,30430581392.32605,33978603169.448524,0,527275833591.4613,487096202684.2079,567455464498.7148,3111833985.5121956,3111833985.5121956,3111833985.5121956,45115644683.04819,43645498050.480545,46585791315.61583,2548558,1898426.0,3198690.0,119581,111349.0,127813.0,4212304.823529412,4212304.823529412,4212304.823529412,155037.17647058825,155037.17647058825,155037.17647058825,878544,878544.0,878544.0
10,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,27461473673.961105,23835092008.866936,31087855339.055267,0,1055040206927.6106,974479992182.7544,1135600421672.4668,4937540865.292684,4937540865.292684,4937540865.292684,51133259502.17964,48128028346.20458,54138490658.15471,5209683,3880702.0,6538664.0,239060,222604.0,255516.0,6632704.05882353,6632704.05882353,6632704.05882353,253639.9411764706,253639.9411764706,253639.9411764706,1437293,1437293.0,1437293.0
11,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,33643271819.86361,32059041556.313038,35227502083.41418,0,472895530628.1444,436875992497.76825,508915068758.5207,2903255309.9268293,2903255309.9268293,2903255309.9268293,44499115749.934395,43186242868.38205,45811988631.48674,2275915,1695333.0,2856497.0,107267,99883.0,114651.0,3935119.9411764704,3935119.9411764704,3935119.9411764704,143872.05882352943,143872.05882352943,143872.05882352943,815275,815275.0,815275.0
12,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Lockdown,39102606476.412766,37954402315.1243,40250810637.70123,0,347420681317.0335,320991666483.76184,373849696150.3051,2385740614.8292685,2385740614.8292685,2385740614.8292685,43082638926.23228,42131106727.584145,44034171124.8804,1649517,1228728.0,2070306.0,78849,73421.0,84277.0,3246203.294117647,3246203.294117647,3246203.294117647,116346.70588235295,116346.70588235295,116346.70588235295,659298,659298.0,659298.0
13,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,23988306398.763424,23038347269.369637,24938265528.15721,0,275716890145.3338,254659156828.23154,296774623462.43604,1190504052.073171,1190504052.073171,1190504052.073171,42438617048.97981,41651373168.9336,43225860929.02602,1364716,1016579.0,1712853.0,62468,58168.0,66768.0,1602446.7647058824,1602446.7647058824,1602446.7647058824,60673.23529411765,60673.23529411765,60673.23529411765,343815,343815.0,343815.0
14,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,27935254050.588047,27250341095.87666,28620167005.299435,0,200992214345.98895,185658419015.23587,216326009676.74207,977027957.5609757,977027957.5609757,977027957.5609757,41577586792.28904,41009990234.41924,42145183350.158844,983949,732945.0,1234953.0,45559,42423.0,48695.0,1320595.294117647,1320595.294117647,1320595.294117647,48969.705882352944,48969.705882352944,48969.705882352944,277495,277495.0,277495.0
15,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,41717306698.00182,41414129761.940575,42020483634.06308,0,92693169552.73756,85647961540.97083,99738377564.50429,628740560.0487806,628740560.0487806,628740560.0487806,40337484961.51202,40086238165.62335,40588731757.40069,435548,324441.0,546655.0,21046,19597.0,22495.0,859517.2941176471,859517.2941176471,859517.2941176471,30060.705882352944,30060.705882352944,30060.705882352944,170344,170344.0,170344.0
16,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,30740493507.673557,30175151897.14574,31305835118.201374,0,167189176828.52295,154441371518.0435,179936982139.00238,875543542.9024391,875543542.9024391,875543542.9024391,41189153416.2013,40720647236.038055,41657659596.364555,812175,604991.0,1019359.0,37909,35299.0,40519.0,1186460.1764705882,1186460.1764705882,1186460.1764705882,43427.82352941177,43427.82352941177,43427.82352941177,246091,246091.0,246091.0
17,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,43805993745.89317,43526782923.84298,44085204567.943375,0,85834532107.4011,79314300614.47131,92354763600.33086,602744970.2195122,602744970.2195122,602744970.2195122,40259625974.866325,40028240219.31076,40491011730.42189,401117,298793.0,503441.0,19493,18151.0,20835.0,824975.4705882353,824975.4705882353,824975.4705882353,28668.529411764706,28668.529411764706,28668.529411764706,162455,162455.0,162455.0
18,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,50766647317.45302,50540479566.13728,50992815068.768745,0,70574964840.88263,65221644756.824715,75928284924.94052,540061448.4878049,540061448.4878049,540061448.4878049,40087312285.418205,39899884034.47783,40274740536.35858,324916,242031.0,407801.0,16037,14933.0,17141.0,741532.7058823529,741532.7058823529,741532.7058823529,25334.29411764706,25334.29411764706,25334.29411764706,143561,143561.0,143561.0
19,BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,25127451225.336395,20824569167.240517,29430333283.432274,0,1239531143514.848,1144788875700.7112,1334273411328.9849,5049332638.3902445,5049332638.3902445,5049332638.3902445,53330942522.02846,49765086410.978424,56896798633.07849,6181548,4604646.0,7758450.0,280746,261420.0,300072.0,6755065.764705882,6755065.764705882,6755065.764705882,263554.23529411765,263554.23529411765,263554.23529411765,1493474,1493474.0,1493474.0
20,BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,25655103210.532845,22489524183.647537,28820682237.41815,0,917390663995.5804,847312594575.8337,987468733415.3269,4057244049.8780494,4057244049.8780494,4057244049.8780494,49636296055.61789,47012938230.41503,52259653880.82074,4547692,3387584.0,5707800.0,207836,193529.0,222143.0,5443496.764705882,5443496.764705882,5443496.764705882,209422.23529411765,209422.23529411765,209422.23529411765,1186726,1186726.0,1186726.0
21,BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,33464403494.374084,32204197384.355385,34724609604.392784,0,375641940093.6705,347026541678.99506,404257338508.3458,2251148200.8292685,2251148200.8292685,2251148200.8292685,43446494180.108864,42402144463.35615,44490843896.86159,1810422,1348587.0,2272257.0,85202,79337.0,91067.0,3050999.882352941,3050999.882352941,3050999.882352941,111593.11764705883,111593.11764705883,111593.11764705883,632361,632361.0,632361.0
22,BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,26738479838.36091,24131715387.423615,29345244289.298203,0,758930458482.4902,700983487638.5193,816877429326.461,3556383901.0243907,3556383901.0243907,3556383901.0243907,47820931843.59303,45660671157.39702,49981192529.789055,3744897,2789581.0,4700213.0,171970,160132.0,183808.0,4780878.470588235,4780878.470588235,4780878.470588235,182163.52941176473,182163.52941176473,182163.52941176473,1032260,1032260.0,1032260.0
23,BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,35125749871.05163,33998523904.516315,36252975837.58694,0,337552144522.167,311850905780.88293,363253383263.451,2105896663.682927,2105896663.682927,2105896663.682927,43014492243.836914,42080344956.73164,43948639530.94219,1619381,1206280.0,2032482.0,76577,71306.0,81848.0,2857995.705882353,2857995.705882353,2857995.705882353,103814.29411764706,103814.29411764706,103814.29411764706,588281,588281.0,588281.0
24,BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,41111135682.060616,40285741405.747154,41936529958.37407,0,250706502148.68402,231644107407.55212,269768896889.8159,1748811589.3170733,1748811589.3170733,1748811589.3170733,42033961072.03249,41349945757.53407,42717976386.530914,1185768,883281.0,1488255.0,56908,52991.0,60825.0,2382664.3529411764,2382664.3529411764,2382664.3529411764,84818.64705882354,84818.64705882354,84818.64705882354,480639,480639.0,480639.0
25,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,25118073288.180687,24436702177.484596,25799444398.87678,0,198722980185.24905,183552262104.55005,213893698265.9481,894879331.0975611,894879331.0975611,894879331.0975611,41566088057.222,41001426673.02319,42130749441.4208,978864,729158.0,1228570.0,45033,41933.0,48133.0,1207695.0,1207695.0,1207695.0,45132.0,45132.0,45132.0,255748,255748.0,255748.0
26,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,29388403850.591423,28889582327.43255,29887225373.750298,0,147277833323.33856,136046488907.29234,158509177739.38477,749165694.9512196,749165694.9512196,749165694.9512196,40973049558.6955,40559669467.70912,41386429649.68189,716609,533803.0,899415.0,33392,31093.0,35691.0,1015342.4117647059,1015342.4117647059,1015342.4117647059,37138.58823529412,37138.58823529412,37138.58823529412,210452,210452.0,210452.0
27,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,43641003300.296196,43403879845.03484,43878126755.55755,0,73058350031.41989,67511264244.0837,78605435818.7561,511888832.5609757,511888832.5609757,511888832.5609757,40122896178.24318,39926388788.40522,40319403568.08113,340652,253752.0,427552.0,16593,15451.0,17735.0,701278.5294117647,701278.5294117647,701278.5294117647,24248.470588235297,24248.470588235297,24248.470588235297,137408,137408.0,137408.0
28,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,32340698051.64637,31923933795.997498,32757462307.29524,0,124092392875.049,114635826043.67392,133548959706.42406,680022278.3414636,680022278.3414636,680022278.3414636,40706482422.574936,40361104290.4747,41051860554.67516,598727,445993.0,751461.0,28145,26207.0,30083.0,923967.2941176471,923967.2941176471,923967.2941176471,33360.705882352944,33360.705882352944,33360.705882352944,189044,189044.0,189044.0
29,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,45759184794.99907,45538504446.083,45979865143.91514,0,68354821815.869774,63166174467.736694,73543469164.00285,494154671.195122,494154671.195122,494154671.195122,40069479635.51875,39886598868.59408,40252360402.443436,317030,236156.0,397904.0,15528,14459.0,16597.0,677719.0,677719.0,677719.0,23298.0,23298.0,23298.0,132022,132022.0,132022.0
30,BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,52784879502.112526,52600649039.4494,52969109964.77565,0,57872529094.03223,53483434794.62918,62261623393.43527,451312339.902439,451312339.902439,451312339.902439,39951066408.028946,39798392151.04047,40103740665.01743,264665,197149.0,332181.0,13154,12248.0,14060.0,620697.1764705882,620697.1764705882,620697.1764705882,21017.823529411766,21017.823529411766,21017.823529411766,119101,119101.0,119101.0
31,BR,2020-03-15,3,No_Measure-Lockdown-No_Measure,30549569814.803764,30311324866.560684,30787814763.046844,0,71441026787.01006,66000692095.33579,76881361478.68431,394165701.43902445,394165701.43902445,394165701.43902445,40126541401.631195,39929104615.50758,40323978187.75481,342264,254953.0,429575.0,16208,15092.0,17324.0,537855.4705882353,537855.4705882353,537855.4705882353,18993.529411764706,18993.529411764706,18993.529411764706,107630,107630.0,107630.0
32,BR,2020-03-15,3,No_Measure-Lockdown-Restrict_Mass_Gatherings,35336362903.1152,35148920768.33651,35523805037.89388,0,57131013779.3382,52787350576.55824,61474676982.11816,353880041.1219512,353880041.1219512,353880041.1219512,39961502329.82529,39806166517.05039,40116838142.60019,269280,200587.0,337973.0,12970,12077.0,13863.0,484677.76470588235,484677.76470588235,484677.76470588235,16783.235294117647,16783.235294117647,16783.235294117647,95105,95105.0,95105.0
33,BR,2020-03-15,3,No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,50336940869.073364,50220390188.46832,50453491549.678406,0,37028598792.39796,34222967013.34672,39834230571.449196,289634636.6341464,289634636.6341464,289634636.6341464,39731208784.50323,39634621671.2449,39827795897.76155,167439,124726.0,210152.0,8420,7840.0,9000.0,399638.4705882353,399638.4705882353,399638.4705882353,13293.529411764706,13293.529411764706,13293.529411764706,75330,75330.0,75330.0
34,BR,2020-03-15,3,No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,38522124110.293976,38357180052.484566,38687068168.10339,0,50776656780.930084,46919689964.97269,54633623596.88748,334971946.6097561,334971946.6097561,334971946.6097561,39888412435.06876,39751721080.62774,40025103789.50978,236958,176510.0,297406.0,11532,10738.0,12326.0,459691.0,459691.0,459691.0,15750.000000000002,15750.000000000002,15750.000000000002,89250,89250.0,89250.0
35,BR,2020-03-15,3,No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,52502519767.894646,52390321353.2406,52614718182.54868,0,35783180737.94337,33075293666.490635,38491067809.396095,284913396.6585366,284913396.6585366,284913396.6585366,39717071106.69809,39624090774.645645,39810051438.75053,161187,120069.0,202305.0,8138,7578.0,8698.0,393363.0,393363.0,393363.0,13041.0,13041.0,13041.0,73899,73899.0,73899.0
36,BR,2020-03-15,3,No_Measure-Lockdown-Lockdown,59633563869.262764,59530940439.70093,59736187298.82461,0,33027993472.44166,30530909678.768158,35525077266.11516,273581590.24390244,273581590.24390244,273581590.24390244,39685962336.13422,39600916922.734726,39771007749.5337,147430,109821.0,185039.0,7514,6997.0,8031.0,378280.0,378280.0,378280.0,12438.0,12438.0,12438.0,70482,70482.0,70482.0
37,BR,2020-03-15,3,Restrict_Mass_Gatherings-No_Measure-No_Measure,27462286972.862183,21728611809.01552,33195962136.708855,0,1650054022949.653,1523923599337.4336,1776184446561.8728,6688210934.92683,6688210934.92683,6688210934.92683,57979025205.7551,53227451645.12024,62730598766.38995,8237035,6135782.0,10338288.0,373711,347986.0,399436.0,8934713.176470589,8934713.176470589,8934713.176470589,351026.8235294118,351026.8235294118,351026.8235294118,1989152,1989152.0,1989152.0
38,BR,2020-03-15,3,Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,26737861625.637444,22460891239.93698,31014832011.337902,0,1236533225491.5493,1142054954787.9958,1331011496195.1028,5367053877.658537,5367053877.658537,5367053877.658537,53246765449.68418,49702382689.31195,56791148210.05641,6144323,4576917.0,7711729.0,280110,260828.0,299392.0,7186909.882352941,7186909.882352941,7186909.882352941,279119.11764705885,279119.11764705885,279119.11764705885,1581675,1581675.0,1581675.0
39,BR,2020-03-15,3,Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,31807998526.749256,30135156674.175014,33480840379.323498,0,495272863547.54376,457518196558.0008,533027530537.08685,2847826564.536586,2847826564.536586,2847826564.536586,44786982116.26076,43400675621.61754,46173288610.903984,2403216,1790160.0,3016272.0,112305,104574.0,120036.0,3848483.6470588236,3848483.6470588236,3848483.6470588236,142851.35294117648,142851.35294117648,142851.35294117648,809491,809491.0,809491.0
40,BR,2020-03-15,3,Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,27104822533.610363,23569423692.092484,30640221375.128242,0,1025922445824.9122,947566089799.8162,1104278801850.0083,4683297436.024391,4683297436.024391,4683297436.024391,50837697915.51244,47907865446.52664,53767530384.49824,5078979,3783341.0,6374617.0,232437,216437.0,248437.0,6281861.705882353,6281861.705882353,6281861.705882353,241976.29411764708,241976.29411764708,241976.29411764708,1371199,1371199.0,1371199.0
41,BR,2020-03-15,3,Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,33245788511.681675,31762956494.36254,34728620529.00081,0,440822133452.8856,407232481230.0183,474411785675.75287,2638916292.878049,2638916292.878049,2638916292.878049,44169715997.771965,42940873203.74987,45398558791.79406,2130247,1586825.0,2673669.0,99975,93093.0,106857.0,3570846.8235294116,3570846.8235294116,3570846.8235294116,131670.17647058825,131670.17647058825,131670.17647058825,746131,746131.0,746131.0
42,BR,2020-03-15,3,Restrict_Mass_Gatherings-No_Measure-Lockdown,38703139408.13906,37656838301.358475,39749440514.91964,0,315188876250.07336,291203965400.5194,339173787099.6273,2119853951.7073174,2119853951.7073174,2119853951.7073174,42751595205.457504,41884511435.733406,43618678975.1816,1503122,1119678.0,1886566.0,71521,66598.0,76444.0,2879823.529411765,2879823.529411765,2879823.529411765,104069.4705882353,104069.4705882353,104069.4705882353,589727,589727.0,589727.0
43,BR,2020-03-15,3,Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,23926780800.02116,20366913764.90917,27486647835.133152,0,1023003938732.0316,944794479077.2732,1101213398386.79,4042430781.2926836,4042430781.2926836,4042430781.2926836,50917185041.63665,47967075452.22879,53867294631.04451,5114130,3809525.0,6418735.0,231680,215732.0,247628.0,5400871.823529412,5400871.823529412,5400871.823529412,212070.17647058825,212070.17647058825,212070.17647058825,1201731,1201731.0,1201731.0
